USERID,"ID: Newspaper reading, total time on average weekday","Newspaper reading, total time on average weekday",ID: Personal use of internet/e-mail/www,Personal use of internet/e-mail/www,"ID: How often socially meet with friends, relatives or colleagues","How often socially meet with friends, relatives or colleagues",ID: Gender,Gender,"Age of respondent, calculated",ID: Highest level of education,Highest level of education,ID: Employment relation,Employment relation,ID: Occupation,Occupation,ID: Important to try new and different things in life,Important to try new and different things in life,ID: Important to do what is told and follow rules,Important to do what is told and follow rules,ID: Important to understand different people,Important to understand different people,ID:Important to make own decisions and be free,Important to make own decisions and be free,ID: Important to be successful and that people recognize achievements,Important to be successful and that people recognize achievements,ID: Important to seek adventures and have an exciting life,Important to seek adventures and have an exciting life,ID: Important to behave properly,Important to behave properly,ID: Important to get respect from others,Important to get respect from others,ID: Important to care for nature and environment,Important to care for nature and environment,ID: Important to follow traditions and customs,Important to follow traditions and customs,ID: Hard to be hopeful about the future of the world,Hard to be hopeful about the future of the world,ID: Feel close to the people in local area,Feel close to the people in local area
1-82,2,"0,5 hour to 1 hour",1,Never use,5,Once a week,1,Male,68,3,Upper secondary education completed (ISCED 3),1,Employee,7437,Upholsterers and related workers,1,Very much like me,1,Very much like me,1,Very much like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
1-83,2,"0,5 hour to 1 hour",1,Never use,6,Several times a week,2,Female,62,3,Upper secondary education completed (ISCED 3),1,Employee,5220,"Shop,stall,market salespers, demonstrators",5,Not like me,4,A little like me,3,Somewhat like me,2,Like me,4,A little like me,5,Not like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,,,,
1-84,1,"Less than 0,5 hour",1,Never use,5,Once a week,2,Female,25,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,3,Somewhat like me,5,Not like me,4,A little like me,2,Like me,5,Not like me,5,Not like me,3,Somewhat like me,5,Not like me,1,Very much like me,2,Like me,,,,
1-85,2,"0,5 hour to 1 hour",2,Less than once a month,4,Several times a month,2,Female,40,3,Upper secondary education completed (ISCED 3),1,Employee,2224,Pharmacists,4,A little like me,2,Like me,3,Somewhat like me,2,Like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,2,Like me,3,Somewhat like me,,,,
1-86,2,"0,5 hour to 1 hour",6,Several times a week,7,Every day,2,Female,19,3,Upper secondary education completed (ISCED 3),1,Employee,5123,"Waiters, waitresses and bartenders",1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,2,Like me,1,Very much like me,3,Somewhat like me,1,Very much like me,2,Like me,,,,
1-87,2,"0,5 hour to 1 hour",1,Never use,7,Every day,1,Male,43,5,Tertiary education completed (ISCED 5-6),1,Employee,2470,Public service administrative professionals,4,A little like me,4,A little like me,4,A little like me,3,Somewhat like me,4,A little like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,5,Not like me,,,,
1-88,0,No time at all,1,Never use,1,Never,2,Female,59,3,Upper secondary education completed (ISCED 3),1,Employee,5122,Cooks,2,Like me,2,Like me,2,Like me,1,Very much like me,2,Like me,2,Like me,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
1-89,1,"Less than 0,5 hour",1,Never use,5,Once a week,2,Female,71,2,Lower secondary education completed (ISCED 2),1,Employee,4131,Stock clerks,3,Somewhat like me,3,Somewhat like me,2,Like me,2,Like me,3,Somewhat like me,5,Not like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,1,Very much like me,,,,
1-90,1,"Less than 0,5 hour",0,No access at home or work,4,Several times a month,2,Female,47,3,Upper secondary education completed (ISCED 3),1,Employee,9320,Manufacturing labourers,2,Like me,1,Very much like me,3,Somewhat like me,2,Like me,5,Not like me,5,Not like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,,,,
1-91,1,"Less than 0,5 hour",0,No access at home or work,6,Several times a week,2,Female,16,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,4,A little like me,5,Not like me,2,Like me,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,4,A little like me,3,Somewhat like me,5,Not like me,,,,
1-92,1,"Less than 0,5 hour",0,No access at home or work,4,Several times a month,2,Female,54,3,Upper secondary education completed (ISCED 3),1,Employee,4115,Secretaries,3,Somewhat like me,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
1-93,0,No time at all,1,Never use,4,Several times a month,2,Female,26,3,Upper secondary education completed (ISCED 3),1,Employee,2411,Accountants,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,2,Like me,4,A little like me,4,A little like me,2,Like me,4,A little like me,1,Very much like me,,,,
1-94,2,"0,5 hour to 1 hour",1,Never use,3,Once a month,1,Male,53,1,Less than lower secondary education (ISCED 0-1),1,Employee,8333,"Crane, hoist and related plant operators",2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,5,Not like me,2,Like me,5,Not like me,,,,
1-95,2,"0,5 hour to 1 hour",0,No access at home or work,2,Less than once a month,1,Male,78,2,Lower secondary education completed (ISCED 2),1,Employee,7211,Metal moulders and coremakers,4,A little like me,2,Like me,4,A little like me,2,Like me,4,A little like me,6,Not like me at all,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,,,,
1-96,2,"0,5 hour to 1 hour",0,No access at home or work,5,Once a week,1,Male,41,3,Upper secondary education completed (ISCED 3),1,Employee,7222,Tool-makers and related workers,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,5,Not like me,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
1-97,4,"More than 1,5 hours, up to 2 hours",0,No access at home or work,3,Once a month,1,Male,78,3,Upper secondary education completed (ISCED 3),1,Employee,3117,Mining and metallurgical technicians,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-98,2,"0,5 hour to 1 hour",0,No access at home or work,1,Never,1,Male,75,3,Upper secondary education completed (ISCED 3),1,Employee,8333,"Crane, hoist and related plant operators",6,Not like me at all,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,6,Not like me at all,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,,,,
1-99,2,"0,5 hour to 1 hour",1,Never use,3,Once a month,2,Female,63,3,Upper secondary education completed (ISCED 3),1,Employee,7430,"Textile,garment, related trades worker",5,Not like me,2,Like me,2,Like me,2,Like me,5,Not like me,5,Not like me,2,Like me,5,Not like me,2,Like me,2,Like me,,,,
1-100,3,"More than 1 hour, up to 1,5 hours",1,Never use,6,Several times a week,1,Male,66,1,Less than lower secondary education (ISCED 0-1),1,Employee,8232,Plastic-products machine operators,2,Like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-101,0,No time at all,1,Never use,5,Once a week,1,Male,29,3,Upper secondary education completed (ISCED 3),1,Employee,5122,Cooks,3,Somewhat like me,3,Somewhat like me,4,A little like me,4,A little like me,4,A little like me,4,A little like me,3,Somewhat like me,4,A little like me,4,A little like me,4,A little like me,,,,
1-102,1,"Less than 0,5 hour",1,Never use,2,Less than once a month,2,Female,72,2,Lower secondary education completed (ISCED 2),1,Employee,7122,Bricklayers and stonemasons,5,Not like me,4,A little like me,4,A little like me,3,Somewhat like me,4,A little like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-103,1,"Less than 0,5 hour",1,Never use,7,Every day,1,Male,19,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,2,Like me,5,Not like me,5,Not like me,2,Like me,5,Not like me,5,Not like me,5,Not like me,5,Not like me,4,A little like me,5,Not like me,,,,
1-104,1,"Less than 0,5 hour",1,Never use,1,Never,2,Female,54,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,3,Somewhat like me,3,Somewhat like me,4,A little like me,4,A little like me,3,Somewhat like me,5,Not like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,2,Like me,,,,
1-105,1,"Less than 0,5 hour",1,Never use,7,Every day,2,Female,63,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,1,Very much like me,5,Not like me,1,Very much like me,5,Not like me,1,Very much like me,6,Not like me at all,1,Very much like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
1-106,0,No time at all,1,Never use,3,Once a month,1,Male,73,1,Less than lower secondary education (ISCED 0-1),1,Employee,7122,Bricklayers and stonemasons,4,A little like me,2,Like me,4,A little like me,3,Somewhat like me,4,A little like me,6,Not like me at all,1,Very much like me,3,Somewhat like me,1,Very much like me,1,Very much like me,,,,
1-107,1,"Less than 0,5 hour",1,Never use,3,Once a month,1,Male,51,2,Lower secondary education completed (ISCED 2),1,Employee,7122,Bricklayers and stonemasons,1,Very much like me,1,Very much like me,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,,,,
1-108,1,"Less than 0,5 hour",1,Never use,4,Several times a month,1,Male,78,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,4,A little like me,4,A little like me,3,Somewhat like me,2,Like me,2,Like me,5,Not like me,3,Somewhat like me,2,Like me,5,Not like me,1,Very much like me,,,,
1-109,1,"Less than 0,5 hour",1,Never use,6,Several times a week,1,Male,33,2,Lower secondary education completed (ISCED 2),9,No answer,7223,Machine-tool setters and setter-operators,1,Very much like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,1,Very much like me,,,,
1-110,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,1,Male,67,1,Less than lower secondary education (ISCED 0-1),1,Employee,8262,Weaving- and knitting-machine operators,2,Like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,5,Not like me,2,Like me,4,A little like me,2,Like me,2,Like me,,,,
1-111,5,"More than 2 hours, up to 2,5 hours",4,Several times a month,6,Several times a week,2,Female,20,3,Upper secondary education completed (ISCED 3),1,Employee,4113,Data entry operators,2,Like me,3,Somewhat like me,1,Very much like me,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
1-112,0,No time at all,4,Several times a month,5,Once a week,1,Male,31,3,Upper secondary education completed (ISCED 3),1,Employee,4131,Stock clerks,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,,,,
1-113,1,"Less than 0,5 hour",0,No access at home or work,5,Once a week,1,Male,43,2,Lower secondary education completed (ISCED 2),1,Employee,7421,Wood treaters,2,Like me,5,Not like me,2,Like me,2,Like me,5,Not like me,2,Like me,3,Somewhat like me,5,Not like me,2,Like me,5,Not like me,,,,
1-114,0,No time at all,2,Less than once a month,6,Several times a week,2,Female,43,3,Upper secondary education completed (ISCED 3),1,Employee,8143,Papermaking-plant operators,4,A little like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,3,Somewhat like me,3,Somewhat like me,2,Like me,,,,
1-115,1,"Less than 0,5 hour",1,Never use,6,Several times a week,1,Male,76,2,Lower secondary education completed (ISCED 2),2,Self-employed,6111,Field crop and vegetable growers,4,A little like me,2,Like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-116,1,"Less than 0,5 hour",0,No access at home or work,6,Several times a week,1,Male,35,3,Upper secondary education completed (ISCED 3),2,Self-employed,7124,Carpenters and joiners,2,Like me,3,Somewhat like me,2,Like me,1,Very much like me,2,Like me,1,Very much like me,1,Very much like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,,,,
1-117,1,"Less than 0,5 hour",6,Several times a week,6,Several times a week,1,Male,16,2,Lower secondary education completed (ISCED 2),1,Employee,5220,"Shop,stall,market salespers, demonstrators",2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-118,2,"0,5 hour to 1 hour",1,Never use,4,Several times a month,2,Female,78,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,2,Like me,2,Like me,2,Like me,4,A little like me,2,Like me,5,Not like me,2,Like me,4,A little like me,2,Like me,2,Like me,,,,
1-119,1,"Less than 0,5 hour",1,Never use,1,Never,1,Male,83,2,Lower secondary education completed (ISCED 2),6,Not applicable,66666,Not applicable,5,Not like me,3,Somewhat like me,4,A little like me,4,A little like me,4,A little like me,6,Not like me at all,2,Like me,2,Like me,3,Somewhat like me,1,Very much like me,,,,
1-120,1,"Less than 0,5 hour",7,Every day,7,Every day,1,Male,24,5,Tertiary education completed (ISCED 5-6),1,Employee,99999,No answer,3,Somewhat like me,5,Not like me,1,Very much like me,1,Very much like me,4,A little like me,1,Very much like me,4,A little like me,5,Not like me,1,Very much like me,6,Not like me at all,,,,
1-121,3,"More than 1 hour, up to 1,5 hours",1,Never use,5,Once a week,2,Female,66,5,Tertiary education completed (ISCED 5-6),1,Employee,2429,Legal prof not elsewhere classified,1,Very much like me,3,Somewhat like me,1,Very much like me,2,Like me,1,Very much like me,5,Not like me,2,Like me,5,Not like me,2,Like me,4,A little like me,,,,
1-122,4,"More than 1,5 hours, up to 2 hours",1,Never use,5,Once a week,1,Male,73,5,Tertiary education completed (ISCED 5-6),1,Employee,2419,Business prof not elsewhere classified,3,Somewhat like me,4,A little like me,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,2,Like me,2,Like me,3,Somewhat like me,,,,
1-123,5,"More than 2 hours, up to 2,5 hours",1,Never use,6,Several times a week,2,Female,61,5,Tertiary education completed (ISCED 5-6),2,Self-employed,2411,Accountants,2,Like me,2,Like me,1,Very much like me,2,Like me,3,Somewhat like me,5,Not like me,1,Very much like me,2,Like me,2,Like me,2,Like me,,,,
1-124,1,"Less than 0,5 hour",1,Never use,3,Once a month,1,Male,46,3,Upper secondary education completed (ISCED 3),2,Self-employed,8323,Bus and tram drivers,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,2,Like me,,,,
1-125,1,"Less than 0,5 hour",1,Never use,4,Several times a month,1,Male,57,3,Upper secondary education completed (ISCED 3),1,Employee,7124,Carpenters and joiners,4,A little like me,3,Somewhat like me,4,A little like me,3,Somewhat like me,3,Somewhat like me,3,Somewhat like me,1,Very much like me,3,Somewhat like me,2,Like me,3,Somewhat like me,,,,
1-126,1,"Less than 0,5 hour",1,Never use,4,Several times a month,1,Male,35,3,Upper secondary education completed (ISCED 3),1,Employee,7129,"Build frame, rel trade worker not else class",2,Like me,5,Not like me,4,A little like me,2,Like me,5,Not like me,6,Not like me at all,4,A little like me,3,Somewhat like me,2,Like me,5,Not like me,,,,
1-127,1,"Less than 0,5 hour",6,Several times a week,5,Once a week,1,Male,35,3,Upper secondary education completed (ISCED 3),1,Employee,3144,Air traffic controllers,1,Very much like me,2,Like me,2,Like me,1,Very much like me,1,Very much like me,3,Somewhat like me,2,Like me,4,A little like me,1,Very much like me,2,Like me,,,,
1-128,0,No time at all,5,Once a week,4,Several times a month,1,Male,27,3,Upper secondary education completed (ISCED 3),1,Employee,99999,No answer,3,Somewhat like me,5,Not like me,5,Not like me,2,Like me,5,Not like me,5,Not like me,5,Not like me,4,A little like me,3,Somewhat like me,5,Not like me,,,,
1-129,1,"Less than 0,5 hour",1,Never use,1,Never,1,Male,51,3,Upper secondary education completed (ISCED 3),1,Employee,9141,Building caretakers,1,Very much like me,5,Not like me,5,Not like me,1,Very much like me,2,Like me,5,Not like me,2,Like me,3,Somewhat like me,1,Very much like me,1,Very much like me,,,,
1-130,0,No time at all,1,Never use,3,Once a month,1,Male,24,3,Upper secondary education completed (ISCED 3),1,Employee,7232,Aircraft engine mechanics and fitters,3,Somewhat like me,5,Not like me,2,Like me,2,Like me,4,A little like me,2,Like me,5,Not like me,1,Very much like me,5,Not like me,5,Not like me,,,,
1-131,88,Don't know,1,Never use,5,Once a week,1,Male,56,2,Lower secondary education completed (ISCED 2),1,Employee,9161,Garbage collectors,2,Like me,2,Like me,3,Somewhat like me,2,Like me,3,Somewhat like me,5,Not like me,2,Like me,3,Somewhat like me,2,Like me,2,Like me,,,,
1-132,6,"More than 2,5 hours, up to 3 hours",0,No access at home or work,6,Several times a week,1,Male,48,3,Upper secondary education completed (ISCED 3),1,Employee,8262,Weaving- and knitting-machine operators,2,Like me,2,Like me,2,Like me,5,Not like me,2,Like me,5,Not like me,2,Like me,5,Not like me,2,Like me,2,Like me,,,,
1-133,1,"Less than 0,5 hour",7,Every day,4,Several times a month,1,Male,57,5,Tertiary education completed (ISCED 5-6),1,Employee,1222,Managers in manufacturing,2,Like me,2,Like me,2,Like me,1,Very much like me,3,Somewhat like me,6,Not like me at all,2,Like me,1,Very much like me,1,Very much like me,1,Very much like me,,,,
